"Identifier","Source String","Context","Translation"
"PublishModal.descriptionDescriptionTooltip","This description will be shown to Kolibri admins before they update channel versions","
-- CONTEXT --
","This description will be shown to Kolibri admins before they update channel versions"
"PublishModal.descriptionRequiredMessage","Please describe what's new in this version before publishing","
-- CONTEXT --
","Please describe what's new in this version before publishing"
"PublishModal.incompleteCount","{count, plural, =1 {# incomplete resource} other {# incomplete resources}}","
-- CONTEXT --
","{count, plural, =1 {# incomplete resource} other {# incomplete resources}}"
"PublishModal.incompleteInstructions","Click 'Continue' to confirm that you would like to publish anyway.","
-- CONTEXT --
","Click 'Continue' to confirm that you would like to publish anyway."
"PublishModal.incompleteWarning","Incomplete resources will not be published and made available for download in Kolibri.","
-- CONTEXT --
","Incomplete resources will not be published and made available for download in Kolibri."
"PublishModal.nextButton","Continue","
-- CONTEXT --
","Continue"
"PublishModal.publishButton","Publish","
-- CONTEXT --
","Publish"
"PublishModal.publishMessageLabel","Describe what's new in this channel version","
-- CONTEXT --
","Describe what's new in this channel version"
"PublishModal.versionDescriptionLabel","Version description","
-- CONTEXT --
","Version description"
"RelatedResourcesList.removeBtnLabel","Remove","
-- CONTEXT --
","Remove"
"RelatedResourcesTab.addNextStepBtnLabel","Add next step","
-- CONTEXT --
","Add next step"
"RelatedResourcesTab.addPreviousStepBtnLabel","Add previous step","
-- CONTEXT --
","Add previous step"
"RelatedResourcesTab.dialogCloseBtnLabel","Close","
-- CONTEXT --
","Close"
"RelatedResourcesTab.nextStepsExplanation","Recommended resources that build on skills or concepts learned in this resource","
-- CONTEXT --
","Recommended resources that build on skills or concepts learned in this resource"
"RelatedResourcesTab.nextStepsTitle","Next steps","
-- CONTEXT --
","Next steps"
"RelatedResourcesTab.previewHelpText","Related resources are displayed as recommendations when learners engage with this resource","
-- CONTEXT --
","Related resources are displayed as recommendations when learners engage with this resource"
"RelatedResourcesTab.previousStepsExplanation","Recommended resources that introduce skills or concepts needed in order to use this resource","
-- CONTEXT --
","Recommended resources that introduce skills or concepts needed in order to use this resource"
"RelatedResourcesTab.previousStepsTitle","Previous steps","
-- CONTEXT --
","Previous steps"
"RelatedResourcesTab.removeNextStepBtnLabel","Remove next step","
-- CONTEXT --
","Remove next step"
"RelatedResourcesTab.removePreviousStepBtnLabel","Remove previous step","
-- CONTEXT --
","Remove previous step"
"RelatedResourcesTab.removedNextStepSnackbar","Removed next step","
-- CONTEXT --
","Removed next step"
"RelatedResourcesTab.removedPreviousStepSnackbar","Removed previous step","
-- CONTEXT --
","Removed previous step"
"RelatedResourcesTab.resourcePreviewDialogHelpText","Related resources in Kolibri display as recommendations alongside the resource that a learner is currently engaging with","
-- CONTEXT --
","Related resources in Kolibri display as recommendations alongside the resource that a learner is currently engaging with"
"RelatedResourcesTab.resourcePreviewDialogTitle","Related resources","
-- CONTEXT --
","Related resources"
"RelatedResourcesTab.showPreviewBtnLabel","Show me","
-- CONTEXT --
","Show me"
"RelatedResourcesTab.tooManyNextStepsWarning","Limit the number of next steps to create a more guided learning experience","
-- CONTEXT --
","Limit the number of next steps to create a more guided learning experience"
"RelatedResourcesTab.tooManyPreviousStepsWarning","Limit the number of previous steps to create a more guided learning experience","
-- CONTEXT --
","Limit the number of previous steps to create a more guided learning experience"
"ReportErrorModal.closeAction","Close","
-- CONTEXT --
","Close"
"ReportErrorModal.emailDescription","Contact the support team with your error details and we’ll do our best to help.","
-- CONTEXT --
","Contact the support team with your error details and we’ll do our best to help."
"ReportErrorModal.emailPrompt","Send an email to the developers","
-- CONTEXT --
","Send an email to the developers"
"ReportErrorModal.errorDetailsHeader","Error details","
-- CONTEXT --
","Error details"
"ReportErrorModal.forumPostingTips","Include a description of what you were trying to do and what you clicked on when the error appeared.","
-- CONTEXT --
","Include a description of what you were trying to do and what you clicked on when the error appeared."
"ReportErrorModal.forumPrompt","Visit the community forums","
-- CONTEXT --
","Visit the community forums"
"ReportErrorModal.forumUseTips","Search the community forum to see if others encountered similar issues. If there are none reported, please open a new forum post and paste the error details below inside so we can rectify the error in a future version of Kolibri Studio.","
-- CONTEXT --
","Search the community forum to see if others encountered similar issues. If there are none reported, please open a new forum post and paste the error details below inside so we can rectify the error in a future version of Kolibri Studio."
"ReportErrorModal.reportErrorHeader","Report Error","
-- CONTEXT --
","Report Error"
"RequestForm.approximatelyHowManyResourcesLabel","Approximately how many individual resources are you planning to upload?","
-- CONTEXT --
","Approximately how many individual resources are you planning to upload?"
"RequestForm.audiencePlaceholder","In-school learners, adult learners, teachers, etc","
-- CONTEXT --
","In-school learners, adult learners, teachers, etc"
"RequestForm.authorLabel","Who is the author (creator), curator (organizer), and/or aggregator (maintainer) of your content? Please specify","
-- CONTEXT --
","Who is the author (creator), curator (organizer), and/or aggregator (maintainer) of your content? Please specify"
"RequestForm.averageSizeOfResourceLabel","Average size of each resource","
-- CONTEXT --
","Average size of each resource"
"RequestForm.coupleMonthsLabel","1-2 months","
-- CONTEXT --
","1-2 months"
"RequestForm.explainNeedsInDetailLabel","Please write a paragraph explaining your needs and use case for Kolibri Studio, and how it will integrate into your programs. Include information about who is curating, deploying, and using the content. Is this work being coordinated by an organization, as part of an educational program? Include justification for the additional space being requested and explanation of the time sensitive nature of your request.","
-- CONTEXT --
","Please write a paragraph explaining your needs and use case for Kolibri Studio, and how it will integrate into your programs. Include information about who is curating, deploying, and using the content. Is this work being coordinated by an organization, as part of an educational program? Include justification for the additional space being requested and explanation of the time sensitive nature of your request."
"RequestForm.fieldRequiredText","Field is required","
-- CONTEXT --
","Field is required"
"RequestForm.forProfitLabel","For-profit or social enterprise company","
-- CONTEXT --
","For-profit or social enterprise company"
"RequestForm.grassrootsLabel","Grassroots and/or volunteer initiative","
-- CONTEXT --
","Grassroots and/or volunteer initiative"
"RequestForm.howAreYouUsingYourContentLabel","How are you using your content?","
-- CONTEXT --
","How are you using your content?"
"RequestForm.howOftenImportedToKolibriLabel","How many times will this content be imported from Studio into new Kolibri installations per month, on average?","
-- CONTEXT --
","How many times will this content be imported from Studio into new Kolibri installations per month, on average?"
"RequestForm.intendedAudienceLabel","Who is the intended audience for your channel? How big is your audience?","
-- CONTEXT --
","Who is the intended audience for your channel? How big is your audience?"
"RequestForm.kindOfContentQuestionLabel","What types of resources do you plan to upload? Please specify","
-- CONTEXT --
","What types of resources do you plan to upload? Please specify"
"RequestForm.largeIntlNgoLabel","Larger international NGOs or government agencies","
-- CONTEXT --
","Larger international NGOs or government agencies"
"RequestForm.learnMoreButton","Learn More","
-- CONTEXT --
","Learn More"
"RequestForm.licenseInfoHeader","About licenses","
-- CONTEXT --
","About licenses"
"RequestForm.licensingQuestionLabel","What is the licensing of the content you are uploading? (Check all that apply)","
-- CONTEXT --
","What is the licensing of the content you are uploading? (Check all that apply)"
"RequestForm.mediumNgoLabel","Medium-sized NGO with budget < $500k","
-- CONTEXT --
","Medium-sized NGO with budget < $500k"
"RequestForm.natureOfYourContentLabel","Nature of your content","
-- CONTEXT --
","Nature of your content"
"RequestForm.notAffiliatedLabel","I am not affiliated with an organization for this work","
-- CONTEXT --
","I am not affiliated with an organization for this work"
"RequestForm.numberOfResourcesPlaceholder","Number of resources","
-- CONTEXT --
","Number of resources"
"RequestForm.oneWeekLabel","1 week","
-- CONTEXT --
","1 week"
"RequestForm.organizationNamePlaceholder","Organization name","
-- CONTEXT --
","Organization name"
"RequestForm.organizationalAffiliationLabel","Organizational affiliation","
-- CONTEXT --
","Organizational affiliation"
"RequestForm.otherLabel","Other","
-- CONTEXT --
","Other"
"RequestForm.pasteLinkPlaceholder","Paste link here","
-- CONTEXT --
","Paste link here"
"RequestForm.provideSampleLinkLabel","Please provide a link to a sample of your content (on Kolibri Studio or from source site)","
-- CONTEXT --
","Please provide a link to a sample of your content (on Kolibri Studio or from source site)"
"RequestForm.requestFailed","Unable to send request. Please try again.","
-- CONTEXT --
","Unable to send request. Please try again."
"RequestForm.requestSent","Your storage request has been submitted for processing.","
-- CONTEXT --
","Your storage request has been submitted for processing."
"RequestForm.responsePlaceholder","Response","
-- CONTEXT --
","Response"
"RequestForm.selectAllThatApplyPlaceholder","Select all that apply","
-- CONTEXT --
","Select all that apply"
"RequestForm.sendRequestAction","Send request","
-- CONTEXT --
","Send request"
"RequestForm.sixPlusMonthsLabel","6+ months","
-- CONTEXT --
","6+ months"
"RequestForm.sizePlaceholder","Size","
-- CONTEXT --
","Size"
"RequestForm.smallNgoLabel","Small NGO with annual budget < $25k","
-- CONTEXT --
","Small NGO with annual budget < $25k"
"RequestForm.storageAmountRequestedPlaceholder","Amount requested (e.g. 10GB)","
-- CONTEXT --
","Amount requested (e.g. 10GB)"
"RequestForm.targetRegionsLabel","Target region(s) for your content (if applicable)","
-- CONTEXT --
","Target region(s) for your content (if applicable)"
"RequestForm.threeToSixMonthsLabel","3-6 months","
-- CONTEXT --
","3-6 months"
"RequestForm.timelineLabel","To better understand the time sensitive nature of your request, please indicate an approximate timeline by when you need this additional storage:","
-- CONTEXT --
","To better understand the time sensitive nature of your request, please indicate an approximate timeline by when you need this additional storage:"
"RequestForm.twoToFourWeeksLabel","2-4 weeks","
-- CONTEXT --
","2-4 weeks"
"RequestForm.typeOfContentPlaceholder","Types of resources","
-- CONTEXT --
","Types of resources"
"RequestForm.typeOfOrganizationLabel","What type of organization or group is coordinating the use of Kolibri (if applicable)?","
-- CONTEXT --
","What type of organization or group is coordinating the use of Kolibri (if applicable)?"
"RequestForm.unknownLabel","Unknown","
-- CONTEXT --
","Unknown"
"RequestForm.uploadingOnBehalfLabel","I am uploading content on behalf of:","
-- CONTEXT --
","I am uploading content on behalf of:"
"RequestForm.usageLabel","Tell us more about your use of Kolibri","
-- CONTEXT --
","Tell us more about your use of Kolibri"
"RequestForm.whoCanUseContentLabel","Who can use your content?","
-- CONTEXT --
","Who can use your content?"
"RequestForm.willYouMakeYourChannelPublicLabel","If the content is openly licensed, would you be willing to consider making your channels public to other Kolibri users if requested in the future?","
-- CONTEXT --
","If the content is openly licensed, would you be willing to consider making your channels public to other Kolibri users if requested in the future?"
"RequestNewActivationLink.activationExpiredText","This activation link has been used already or has expired.","
-- CONTEXT --
","This activation link has been used already or has expired."
"RequestNewActivationLink.activationExpiredTitle","Activation failed","
-- CONTEXT --
","Activation failed"
"RequestNewActivationLink.activationRequestFailed","Failed to send a new activation link. Please try again.","
-- CONTEXT --
","Failed to send a new activation link. Please try again."
"RequestNewActivationLink.submitButton","Submit","
-- CONTEXT --
","Submit"
"ResetLinkExpired.requestNewLink","Request a new password reset link","
-- CONTEXT --
","Request a new password reset link"
"ResetLinkExpired.resetExpiredText","This password reset link has been used already or has expired.","
-- CONTEXT --
","This password reset link has been used already or has expired."
"ResetLinkExpired.resetExpiredTitle","Reset link expired","
-- CONTEXT --
","Reset link expired"
"ResetPassword.passwordConfirmLabel","Confirm password","
-- CONTEXT --
","Confirm password"
"ResetPassword.passwordLabel","New password","
-- CONTEXT --
","New password"
"ResetPassword.passwordMatchMessage","Passwords don't match","
-- CONTEXT --
","Passwords don't match"
"ResetPassword.resetPasswordFailed","Failed to reset password. Please try again.","
-- CONTEXT --
","Failed to reset password. Please try again."
"ResetPassword.resetPasswordPrompt","Enter and confirm your new password","
-- CONTEXT --
","Enter and confirm your new password"
"ResetPassword.resetPasswordTitle","Reset your password","
-- CONTEXT --
","Reset your password"
"ResetPassword.submitButton","Submit","
-- CONTEXT --
","Submit"
